title,original_language,genre_list,director_name,release_year,release_date,status,runtime_minutes,is_adult,budget_tier,runtime_bucket,language_group,language_name
Dagger Eyes,it,"Drama,Thriller,Crime",Carlo Vanzina,1983,1983-11-28,Released,88,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Lauriana,tl,Drama,Mel Chionglo,2013,2013-09-10,Released,120,false,1. Micro (<$1M),3. 120-150 min,Non-English,Tagalog
Fantastic Beasts and Where to Find Them,en,"Adventure,Fantasy",David Yates,2016,2016-11-16,Released,133,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Fashion Chicks,nl,Comedy,Jonathan Elbers,2015,2015-12-02,Released,93,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Ultraman Ginga S the Movie: Showdown! The 10 Ultra Warriors!,ja,"Fantasy,Action,Science Fiction",Koichi Sakamoto,2015,2015-03-15,Released,63,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
The Color Purple,en,Drama,Blitz Bazawule,2023,2023-12-25,Released,141,false,4. High ($75-150M),3. 120-150 min,English,English
The Ministry of Ungentlemanly Warfare,en,"Action,Comedy,War",Guy Ritchie,2024,2024-04-18,Released,120,false,3. Mid ($15-75M),3. 120-150 min,English,English
Hit Man,en,"Comedy,Crime,Romance",Richard Linklater,2024,2024-05-16,Released,116,false,2. Low ($1-15M),2. 90-120 min,English,English
The Godfather Part II,en,"Drama,Crime",Francis Ford Coppola,1974,1974-12-20,Released,202,false,2. Low ($1-15M),5. 180+ min,English,English
Bachelor Party,en,Comedy,Neal Israel,1984,1984-06-29,Released,105,false,2. Low ($1-15M),2. 90-120 min,English,English
Witness for the Prosecution,en,"Drama,Crime,Mystery",Billy Wilder,1957,1957-12-17,Released,116,false,2. Low ($1-15M),2. 90-120 min,English,English
Hellphone,fr,"Fantasy,Horror,Comedy,Mystery",James Huth,2007,2007-03-28,Released,98,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Girl 6,en,"Drama,Comedy",Spike Lee,1996,1996-03-22,Released,108,false,2. Low ($1-15M),2. 90-120 min,English,English
Jack Reacher,en,"Drama,Action,Thriller,Crime",Christopher McQuarrie,2012,2012-12-20,Released,130,false,3. Mid ($15-75M),3. 120-150 min,English,English
"Yes, Giorgio",en,"Drama,Comedy,Music,Romance",Franklin J. Schaffner,1982,1982-09-24,Released,110,false,3. Mid ($15-75M),2. 90-120 min,English,English
Bigfoot,en,"Horror,Comedy",Bob Gray,2006,2006-04-28,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Wallander 31 - The Arsonist,sv,"Thriller,Crime",Charlotte Brändström,2013,2013-09-25,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Ferrari,en,"Drama,History","",2023,2023-12-14,Released,131,false,4. High ($75-150M),3. 120-150 min,English,English
Wonder,en,"Drama,Family",Stephen Chbosky,2017,2017-11-13,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
A-X-L,en,"Adventure,Action,Science Fiction,Family",Oliver Daly,2018,2018-08-23,Released,98,false,2. Low ($1-15M),2. 90-120 min,English,English
Game of Love,en,"Drama,Romance",Elisa Amoruso,2022,2022-10-14,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Mortal Kombat II,en,"Adventure,Fantasy,Action",Simon McQuoid,2026,2026-05-06,Post Production,116,false,3. Mid ($15-75M),2. 90-120 min,English,English
Lethal Weapon 4,en,"Adventure,Action,Comedy,Thriller,Crime",Richard Donner,1998,1998-07-10,Released,127,false,4. High ($75-150M),3. 120-150 min,English,English
Kathirukka Neramillai,ta,Drama,Kulothungan,1993,1993-07-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Joy,fr,Drama,Sergio Bergonzelli,1983,1983-07-27,Released,102,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Dhool Parakuthu,ta,"",L. Raja,1993,1993-07-10,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Groove Street,en,Action,Gabriel Koura,2018,2018-06-08,Released,90,false,3. Mid ($15-75M),2. 90-120 min,English,English
Pirates,en,"Drama,Crime",Julian Richards,1987,1987-10-19,Released,26,false,1. Micro (<$1M),1. Under 90 min,English,English
Sparta,de,Drama,Ulrich Seidl,2022,2022-10-05,Released,99,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Omniscient Reader: The Prophecy,ko,"Adventure,Fantasy,Action",Kim Byung-woo,2025,2025-07-23,Released,117,false,1. Micro (<$1M),2. 90-120 min,Non-English,Korean
First Blood,en,"Adventure,Action,Thriller,War",Ted Kotcheff,1982,1982-10-22,Released,93,false,3. Mid ($15-75M),2. 90-120 min,English,English
Cheyenne Warrior,en,"Western,TV Movie",Mark Griffiths,1994,1994-07-22,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
The Annuity,fr,Comedy,Pierre Tchernia,1972,1972-01-19,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Riddle,en,"Thriller,Mystery",Nicholas Mross,2013,2013-01-10,Released,100,false,2. Low ($1-15M),2. 90-120 min,English,English
Lou,en,"Action,Thriller",Anna Foerster,2022,2022-09-23,Released,107,false,1. Micro (<$1M),2. 90-120 min,English,English
Düşkünüm Sana,tr,Drama,Melih Gülgen,1983,1983-02-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Constantine,en,"Fantasy,Horror,Action",Francis Lawrence,2005,2005-02-08,Released,121,false,4. High ($75-150M),3. 120-150 min,English,English
The Elephant Man,en,"Drama,History",David Lynch,1980,1980-10-09,Released,124,false,2. Low ($1-15M),3. 120-150 min,English,English
Limelight,en,"Drama,Music,Romance",Charlie Chaplin,1952,1952-10-16,Released,137,false,1. Micro (<$1M),3. 120-150 min,English,English
Flash!,en,Thriller,John Howard,1987,1987-01-01,Released,59,false,1. Micro (<$1M),1. Under 90 min,English,English
Boys Town,en,Drama,Norman Taurog,1938,1938-09-08,Released,96,false,1. Micro (<$1M),2. 90-120 min,English,English
Lucky Lulu,en,Animation,Seymour Kneitel,1944,1944-06-29,Released,8,false,1. Micro (<$1M),1. Under 90 min,English,English
Ardennes Fury,en,War,Joseph J. Lawson,2014,2014-11-11,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Penance,ga,"Action,History",Tommy Collins,2018,2018-05-01,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Souvenir,es,Drama,Armond Cohen,2021,2021-03-04,Released,113,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Levels,en,"Action,Thriller,Science Fiction",Adam Stern,2024,2024-11-01,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Blue Moon,en,"Drama,Comedy,History",Richard Linklater,2025,2025-10-17,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Batman & Robin,en,"Adventure,Action,Science Fiction",Joel Schumacher,1997,1997-06-20,Released,125,false,4. High ($75-150M),3. 120-150 min,English,English
The Prestige,en,"Drama,Science Fiction,Mystery",Christopher Nolan,2006,2006-10-17,Released,130,false,3. Mid ($15-75M),3. 120-150 min,English,English
Celtic Pride,en,Comedy,Tom DeCerchio,1996,1996-04-19,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Mary and Max,en,"Animation,Drama,Comedy",Adam Elliot,2009,2009-04-09,Released,92,false,2. Low ($1-15M),2. 90-120 min,English,English
Shahenshah,hi,Action,Tinnu Anand,1988,1988-01-29,Released,180,false,1. Micro (<$1M),5. 180+ min,Non-English,Hindi
Undocumented,en,"Horror,Thriller",Chris Peckover,2010,2010-09-14,Released,96,false,2. Low ($1-15M),2. 90-120 min,English,English
Fallen,en,Thriller,Omar Madha,2004,2004-11-30,Released,180,false,1. Micro (<$1M),5. 180+ min,English,English
Good-Bye Nana,sv,Drama,Jarl Kulle,1970,1970-12-18,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Lansky,en,"Drama,Thriller,Crime",Eytan Rockaway,2021,2021-06-24,Released,119,false,2. Low ($1-15M),2. 90-120 min,English,English
Avgörandet,sv,Drama,Lennart Svensson,1982,1982-01-01,Released,23,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Free.Lunch,en,"Drama,Comedy",Ricky Horne Jr.,2013,2013-09-20,Released,14,false,1. Micro (<$1M),1. Under 90 min,English,English
WALL·E,en,"Animation,Science Fiction,Family",Andrew Stanton,2008,2008-06-22,Released,98,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
Deathwatch,en,"Drama,Horror,Thriller,War",MJ Bassett,2002,2002-10-06,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Deathlands,en,"Horror,Science Fiction,TV Movie",Joshua Butler,2003,2003-05-17,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Enfances,fr,Drama,Isild Le Besco,2007,2007-10-02,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Bad Actress,en,Comedy,Robert Lee King,2011,2011-03-06,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Flood!,en,"Adventure,Drama,Action,Thriller,TV Movie",Earl Bellamy,1977,1977-06-05,Released,98,false,2. Low ($1-15M),2. 90-120 min,English,English
#Horror,en,"Horror,Thriller,Crime",Tara Subkoff,2015,2015-11-20,Released,97,false,2. Low ($1-15M),2. 90-120 min,English,English
James White,en,Drama,Josh Mond,2015,2015-11-13,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Mezarlık,tr,"Drama,Horror,Thriller",Fuat Yılmaz,2017,2017-11-03,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Being John Malkovich,en,"Fantasy,Drama,Comedy",Spike Jonze,1999,1999-10-29,Released,113,false,2. Low ($1-15M),2. 90-120 min,English,English
Chicago,en,"Drama,Comedy,Crime",Rob Marshall,2002,2002-12-10,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Serendipity,en,"Comedy,Romance",Peter Chelsom,2001,2001-10-05,Released,90,false,3. Mid ($15-75M),2. 90-120 min,English,English
Scarlet Diva,it,Drama,Asia Argento,2000,2000-05-26,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Tap Roots,en,"Drama,Western,War",George Marshall,1948,1948-08-25,Released,109,false,1. Micro (<$1M),2. 90-120 min,English,English
Red Dawn,es,"Drama,History,Thriller",Jorge Fons,1990,1990-10-18,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
The Dirty Picture,hi,"Drama,Comedy",Milan Luthria,2011,2011-12-02,Released,144,false,2. Low ($1-15M),3. 120-150 min,Non-English,Hindi
Sueno,en,"Drama,Comedy,Romance",Renée Chabria,2005,2005-09-30,Released,108,false,1. Micro (<$1M),2. 90-120 min,English,English
Labor Day,en,"Drama,Thriller,Romance",Jason Reitman,2013,2013-12-27,Released,111,false,3. Mid ($15-75M),2. 90-120 min,English,English
Bedbug,en,"Fantasy,Horror",Joe Ballarini,2014,2014-07-25,Released,7,false,1. Micro (<$1M),1. Under 90 min,English,English
Dumbo,en,"Adventure,Fantasy,Family",Tim Burton,2019,2019-03-27,Released,112,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
King Lear,en,"",Michael Attenborough,2012,2012-11-01,Released,150,false,1. Micro (<$1M),4. 150-180 min,English,English
The Babysitter,en,"Horror,Comedy",McG,2017,2017-10-13,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Noon,en,Science Fiction,Kasra Farahani,2013,2013-01-14,Released,12,false,1. Micro (<$1M),1. Under 90 min,English,English
Exploited,en,"Horror,Thriller,Mystery",Jon Abrahams,2022,2022-01-28,Released,82,false,1. Micro (<$1M),1. Under 90 min,English,English
Singular,es,"Thriller,Science Fiction",Alberto Gastesi,2025,2025-11-28,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Minority Report,en,"Action,Thriller,Science Fiction",Steven Spielberg,2002,2002-06-20,Released,145,false,4. High ($75-150M),3. 120-150 min,English,English
Dazed and Confused,en,"Drama,Comedy",Richard Linklater,1993,1993-09-24,Released,102,false,2. Low ($1-15M),2. 90-120 min,English,English
Legend,en,"Adventure,Fantasy",Ridley Scott,1985,1985-08-28,Released,94,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Interview,en,"Action,Comedy",Evan Goldberg,2014,2014-12-25,Released,112,false,3. Mid ($15-75M),2. 90-120 min,English,English
Windstorm,de,"Adventure,Family",Katja von Garnier,2013,2013-03-21,Released,105,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
The House of the Three Girls,de,"Drama,Music,Romance",Ernst Marischka,1958,1958-12-18,Released,102,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Chemo,pl,"Drama,Comedy",Bartosz Prokopowicz,2015,2015-10-02,Released,95,false,2. Low ($1-15M),2. 90-120 min,Non-English,Other
Chip 'n Dale: Rescue Rangers,en,"Adventure,Animation,Comedy,Mystery,Family",Akiva Schaffer,2022,2022-05-20,Released,99,false,3. Mid ($15-75M),2. 90-120 min,English,English
Panda Plan,zh,"Action,Comedy",Zhang Luan,2024,2024-10-01,Released,99,false,3. Mid ($15-75M),2. 90-120 min,Non-English,Other
The Birds,en,"Horror,Thriller",Alfred Hitchcock,1963,1963-03-28,Released,119,false,2. Low ($1-15M),2. 90-120 min,English,English
The Lion King 1½,en,"Adventure,Animation,Comedy,Family",Bradley Raymond,2004,2004-10-28,Released,77,false,1. Micro (<$1M),1. Under 90 min,English,English
Living Free,en,"Adventure,Drama,Family",Jack Couffer,1972,1972-04-15,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Calamity,cs,Comedy,Věra Chytilová,1982,1982-01-29,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Kansas,en,"Drama,Thriller,Crime,Romance",David Stevens,1988,1988-09-23,Released,110,false,1. Micro (<$1M),2. 90-120 min,English,English
Touki Bouki,wo,"Drama,Romance",Djibril Diop Mambéty,1973,1973-05-10,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Lowlife,en,"Drama,Horror,Comedy,Thriller,Crime",Ryan Prows,2017,2017-07-21,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Aswang,tl,"Drama,Thriller",Hannah Grace Maur,2018,2018-04-24,Released,12,false,1. Micro (<$1M),1. Under 90 min,Non-English,Tagalog
Letztes Kapitel,de,"Drama,Thriller,Crime",Marcus O. Rosenmüller,2005,2005-05-07,Released,107,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
EuroTrip,en,Comedy,Jeff Schaffer,2004,2004-02-20,Released,92,false,3. Mid ($15-75M),2. 90-120 min,English,English
Naruto the Movie: Guardians of the Crescent Moon Kingdom,ja,"Adventure,Animation,Action",Toshiyuki Tsuru,2006,2006-08-05,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Wuthering Heights,en,"Drama,Romance",Peter Kosminsky,1992,1992-10-16,Released,105,false,1. Micro (<$1M),2. 90-120 min,English,English
Beauty and the Beast,en,"Fantasy,Romance,Family",Bill Condon,2017,2017-03-16,Released,129,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Dual,en,"Drama,Comedy,Science Fiction",Riley Stearns,2022,2022-03-18,Released,95,false,2. Low ($1-15M),2. 90-120 min,English,English
Prodigal,en,"Drama,History,Music,Romance",Aaron Huggett,2011,2011-11-11,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Devara: Part 1,te,"Drama,Action",Koratala Siva,2024,2024-09-26,Released,175,false,3. Mid ($15-75M),4. 150-180 min,Non-English,Other
Stitch Head,en,"Adventure,Animation,Comedy,Family",Steve Hudson,2025,2025-10-16,Released,91,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Hustler,en,"Drama,Romance",Robert Rossen,1961,1961-09-25,Released,134,false,2. Low ($1-15M),3. 120-150 min,English,English
The Sea Inside,es,Drama,Alejandro Amenábar,2004,2004-09-03,Released,126,false,2. Low ($1-15M),3. 120-150 min,Non-English,Spanish
Closing the Ring,en,"Drama,Romance",Richard Attenborough,2007,2007-09-14,Released,118,false,3. Mid ($15-75M),2. 90-120 min,English,English
Weihnachten,de,"",Marc-Andreas Bochert,2002,2002-12-12,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Tinker Bell and the Legend of the NeverBeast,en,"Adventure,Animation,Family",Steve Loter,2014,2014-12-12,Released,77,false,1. Micro (<$1M),1. Under 90 min,English,English
After,en,"Drama,Romance",Jenny Gage,2019,2019-04-11,Released,106,false,2. Low ($1-15M),2. 90-120 min,English,English
Flee,da,"Animation,Documentary",Jonas Poher Rasmussen,2021,2021-06-17,Released,89,false,2. Low ($1-15M),1. Under 90 min,Non-English,Other
Funeral Ceremony,pl,Drama,Jacek Bromski,1985,1985-03-06,Released,93,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Brontosaurus,en,Animation,Jack Dunphy,2020,2020-11-09,Released,8,false,1. Micro (<$1M),1. Under 90 min,English,English
Flow,lv,"Adventure,Fantasy,Animation,Family",Gints Zilbalodis,2024,2024-08-29,Released,85,false,2. Low ($1-15M),1. Under 90 min,Non-English,Other
Weapons,en,"Horror,Mystery",Zach Cregger,2025,2025-08-04,Released,129,false,3. Mid ($15-75M),3. 120-150 min,English,English
Border Hunters,en,"Action,Thriller",Ruben Islas,2025,2025-10-20,Released,82,false,1. Micro (<$1M),1. Under 90 min,English,English
Infernal Affairs,cn,"Drama,Action,Thriller,Crime,Mystery",Alan Mak Siu-Fai,2002,2002-12-12,Released,101,false,2. Low ($1-15M),2. 90-120 min,Non-English,Other
Sorcerer,en,"Adventure,Drama,Thriller",William Friedkin,1977,1977-06-24,Released,122,false,3. Mid ($15-75M),3. 120-150 min,English,English
Tamahine,en,Comedy,Philip Leacock,1963,1963-07-30,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Rent Control,en,"Comedy,Romance,TV Movie",David Eric Brenner,2003,2003-10-22,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Fran,en,Drama,Glenda Hambly,1985,1985-11-21,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Lowlifes,en,"Horror,Thriller",Mitch Oliver,2024,2024-04-11,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Feeling Better,it,"Fantasy,Drama",Valerio Mastandrea,2025,2025-03-27,Released,93,false,2. Low ($1-15M),2. 90-120 min,Non-English,Italian
Godzilla Against MechaGodzilla,ja,"Action,Thriller,Science Fiction",Masaaki Tezuka,2002,2002-11-02,Released,88,false,2. Low ($1-15M),1. Under 90 min,Non-English,Japanese
Hugo,en,"Adventure,Drama,Family",Martin Scorsese,2011,2011-11-22,Released,126,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
The Watch,en,"Action,Comedy,Science Fiction",Akiva Schaffer,2012,2012-07-26,Released,102,false,3. Mid ($15-75M),2. 90-120 min,English,English
Passannante,it,"",Sergio Colabona,2011,2011-06-24,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Attack on Titan II: End of the World,ja,"Horror,Action,Science Fiction",Shinji Higuchi,2015,2015-09-01,Released,87,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Fallout,en,"Drama,Thriller,Crime",Ian Rickson,2008,2008-07-03,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Panic,en,"Drama,Thriller",Sean Spencer,2016,2016-11-18,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
El Agarratodo,es,Comedy,Jesús Fragoso Montoya,1990,1990-11-15,Released,89,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
French Lover,fr,"Comedy,Romance",Lisa-Nina Rives,2025,2025-09-25,Released,122,false,1. Micro (<$1M),3. 120-150 min,Non-English,French
Stray Kids: The dominATE Experience,ko,"Documentary,Music",Farah Khalid,2026,2026-02-04,Released,146,false,1. Micro (<$1M),3. 120-150 min,Non-English,Korean
Snatch,en,"Comedy,Crime",Guy Ritchie,2000,2000-09-01,Released,103,false,4. High ($75-150M),2. 90-120 min,English,English
Starship Troopers,en,"Adventure,Action,Thriller,Science Fiction",Paul Verhoeven,1997,1997-11-07,Released,129,false,4. High ($75-150M),3. 120-150 min,English,English
Chaplin,en,Drama,Richard Attenborough,1992,1992-12-17,Released,145,false,3. Mid ($15-75M),3. 120-150 min,English,English
Awakenings,en,Drama,Penny Marshall,1990,1990-12-04,Released,120,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Count of Monte Cristo,en,"Adventure,Drama,Action,History,Thriller",Kevin Reynolds,2002,2002-01-23,Released,131,false,3. Mid ($15-75M),3. 120-150 min,English,English
This England,en,"Drama,History,Romance",David MacDonald,1941,1941-07-22,Released,84,false,1. Micro (<$1M),1. Under 90 min,English,English
Sabaka,en,Adventure,Frank Ferrin,1955,1955-02-02,Released,77,false,1. Micro (<$1M),1. Under 90 min,English,English
