genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Thriller,2002,en,Bill Corcoran,1. Micro (<$1M),1. Under 90 min
Animation,2003,en,Yoshiaki Kawajiri,2. Low ($1-15M),2. 90-120 min
Horror,1988,en,Leslie McCarthy,1. Micro (<$1M),2. 90-120 min
Adventure,2015,en,Brad Bird,5. Blockbuster ($150M+),3. 120-150 min
Drama,2016,en,Neil Breen,1. Micro (<$1M),2. 90-120 min
TV Movie,2019,en,Danny J. Boyle,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Joachim Rønning,3. Mid ($15-75M),3. 120-150 min
Drama,2025,en,Jacqueline Christy,1. Micro (<$1M),2. 90-120 min
Comedy,2007,en,Scott Marshall,2. Low ($1-15M),2. 90-120 min
Horror,1983,en,Joe Dante,2. Low ($1-15M),2. 90-120 min
Drama,1968,it,Salvatore Samperi,1. Micro (<$1M),2. 90-120 min
Horror,2012,ja,Tsutomu Hanabusa,1. Micro (<$1M),2. 90-120 min
Science Fiction,2015,en,Robert Schwentke,4. High ($75-150M),2. 90-120 min
Fantasy,2021,en,Taryn O'Neill,1. Micro (<$1M),2. 90-120 min
Drama,1984,en,Robert Boris,1. Micro (<$1M),2. 90-120 min
Drama,2012,en,Quentin Tarantino,4. High ($75-150M),4. 150-180 min
Comedy,1948,en,Leo McCarey,1. Micro (<$1M),2. 90-120 min
Crime,2012,sv,Lasse Hallström,1. Micro (<$1M),3. 120-150 min
Comedy,2019,it,Michela Andreozzi,1. Micro (<$1M),2. 90-120 min
Adventure,2007,en,Tim Story,4. High ($75-150M),2. 90-120 min
Horror,1992,en,Francis Ford Coppola,3. Mid ($15-75M),3. 120-150 min
Mystery,2008,en,Nelson McCormick,3. Mid ($15-75M),1. Under 90 min
War,2003,en,Peter Weir,5. Blockbuster ($150M+),3. 120-150 min
Drama,2008,en,Scott Derrickson,4. High ($75-150M),2. 90-120 min
Animation,1998,ja,Satoshi Kon,2. Low ($1-15M),1. Under 90 min
Romance,1994,en,Jonathan Kaplan,1. Micro (<$1M),2. 90-120 min
Drama,1981,fr,Bertrand Blier,1. Micro (<$1M),3. 120-150 min
Documentary,2010,en,Adrian Grenier,1. Micro (<$1M),2. 90-120 min
Comedy,2010,pl,Filip Bajon,1. Micro (<$1M),2. 90-120 min
Drama,2015,en,Hemant Gaba,1. Micro (<$1M),2. 90-120 min
Drama,1997,tl,Jose Javier Reyes,1. Micro (<$1M),2. 90-120 min
Comedy,2018,en,Ben Shelton,1. Micro (<$1M),2. 90-120 min
Fantasy,2008,en,Peter Berg,5. Blockbuster ($150M+),2. 90-120 min
Action,1985,en,George Ogilvie,2. Low ($1-15M),2. 90-120 min
Action,1995,en,Frank Marshall,3. Mid ($15-75M),2. 90-120 min
Fantasy,1994,en,Wes Craven,2. Low ($1-15M),2. 90-120 min
Fantasy,1947,en,Alfred L. Werker,1. Micro (<$1M),2. 90-120 min
Thriller,2013,en,Eugenio Mira,1. Micro (<$1M),2. 90-120 min
Drama,2014,fr,Xavier Durringer,1. Micro (<$1M),1. Under 90 min
Science Fiction,2017,pt,Carlos Gerbase,1. Micro (<$1M),2. 90-120 min
Action,2020,en,Mark Williams,1. Micro (<$1M),2. 90-120 min
Crime,2022,en,R. Ellis Frazier,1. Micro (<$1M),1. Under 90 min
Action,2025,ja,Jumpei Mizusaki,1. Micro (<$1M),2. 90-120 min
Drama,2007,hi,Pooja Bhatt,1. Micro (<$1M),2. 90-120 min
Animation,2013,ja,Isao Takahata,3. Mid ($15-75M),3. 120-150 min
Drama,1986,ml,Alleppey Ashraf,1. Micro (<$1M),3. 120-150 min
Comedy,2019,en,Gene Stupnitsky,3. Mid ($15-75M),2. 90-120 min
Comedy,"",en,Jon Mancinetti,1. Micro (<$1M),1. Under 90 min
Adventure,2002,zh,Zhang Yimou,3. Mid ($15-75M),2. 90-120 min
Crime,2002,fr,Gaspar Noé,2. Low ($1-15M),2. 90-120 min
Crime,2002,en,Gregor Jordan,3. Mid ($15-75M),2. 90-120 min
Drama,1979,en,John Schlesinger,1. Micro (<$1M),3. 120-150 min
Drama,1970,fi,Jörn Donner,1. Micro (<$1M),2. 90-120 min
Music,2007,de,Mike Eschmann,1. Micro (<$1M),2. 90-120 min
Drama,2018,fr,Marie Monge,1. Micro (<$1M),2. 90-120 min
Horror,2025,en,Ricardo Islas,1. Micro (<$1M),2. 90-120 min
Crime,2006,en,Leslie Greif,1. Micro (<$1M),2. 90-120 min
Drama,1995,en,F. Gary Gray,2. Low ($1-15M),2. 90-120 min
Drama,1996,en,Neil Hunter,1. Micro (<$1M),1. Under 90 min
Drama,1968,fr,Louis Malle,1. Micro (<$1M),3. 120-150 min
Fantasy,2012,ja,Toshiyuki Kubooka,1. Micro (<$1M),1. Under 90 min
Fantasy,2015,en,Colin Teague,1. Micro (<$1M),2. 90-120 min
Thriller,2017,en,Sacha Gervasi,1. Micro (<$1M),1. Under 90 min
Fantasy,2018,en,Marc Forster,4. High ($75-150M),2. 90-120 min
Horror,2019,en,J.D. Dillard,1. Micro (<$1M),1. Under 90 min
Comedy,2020,en,Shannon Murphy,1. Micro (<$1M),2. 90-120 min
Action,2021,es,Lluís Quílez,1. Micro (<$1M),2. 90-120 min
Animation,2012,ja,"",1. Micro (<$1M),1. Under 90 min
Thriller,2023,en,Renny Harlin,3. Mid ($15-75M),2. 90-120 min
Drama,2024,en,Marianna Palka,1. Micro (<$1M),1. Under 90 min
Comedy,1974,fr,Pierre Tchernia,1. Micro (<$1M),2. 90-120 min
Comedy,2000,en,Raja Gosnell,3. Mid ($15-75M),2. 90-120 min
Thriller,1953,en,Terence Fisher,1. Micro (<$1M),1. Under 90 min
Drama,1979,en,George Armitage,1. Micro (<$1M),2. 90-120 min
Drama,1985,en,Ken McMullen,1. Micro (<$1M),2. 90-120 min
Adventure,2017,en,Timothy Reckart,2. Low ($1-15M),1. Under 90 min
Mystery,2019,da,Jesper W. Nielsen,1. Micro (<$1M),2. 90-120 min
Drama,2023,fr,Iris Kaltenbäck,1. Micro (<$1M),2. 90-120 min
Thriller,2025,en,Bruce Fontaine,1. Micro (<$1M),1. Under 90 min
Drama,2022,en,Robert J. Mickles,1. Micro (<$1M),2. 90-120 min
Drama,2010,en,Todd Phillips,3. Mid ($15-75M),2. 90-120 min
Comedy,2009,en,Rob Stefaniuk,1. Micro (<$1M),2. 90-120 min
Drama,2012,en,Adam Shankman,4. High ($75-150M),3. 120-150 min
Documentary,2016,en,Kirsten Johnson,1. Micro (<$1M),2. 90-120 min
Comedy,2001,sr,Dragoslav Lazić,1. Micro (<$1M),1. Under 90 min
Drama,2019,en,Francis Locke,1. Micro (<$1M),2. 90-120 min
History,2021,en,Reinaldo Marcus Green,3. Mid ($15-75M),3. 120-150 min
Family,2025,cs,Kateřina Karhánková,1. Micro (<$1M),1. Under 90 min
Music,2001,en,Stephen Herek,3. Mid ($15-75M),2. 90-120 min
Thriller,1986,en,Robert M. Young,1. Micro (<$1M),1. Under 90 min
History,1996,hu,Gábor Koltay,1. Micro (<$1M),2. 90-120 min
Western,1955,en,Tim Whelan,1. Micro (<$1M),1. Under 90 min
Crime,2018,en,Gary Ross,3. Mid ($15-75M),2. 90-120 min
Comedy,2018,fr,Michèle Laroque,1. Micro (<$1M),2. 90-120 min
Animation,2024,no,Mikkel Brænne Sandemose,1. Micro (<$1M),1. Under 90 min
Drama,2005,en,Christopher Nolan,5. Blockbuster ($150M+),3. 120-150 min
Animation,2011,en,Jennifer Yuh Nelson,5. Blockbuster ($150M+),2. 90-120 min
Drama,2009,tl,Ana Agabin,1. Micro (<$1M),1. Under 90 min
Adventure,1927,en,Edward F. Cline,1. Micro (<$1M),1. Under 90 min
Drama,1955,tl,Mar S. Torres,1. Micro (<$1M),1. Under 90 min
Drama,2002,en,Curtis Hanson,3. Mid ($15-75M),2. 90-120 min
Drama,1999,en,James Mangold,3. Mid ($15-75M),3. 120-150 min
Romance,2008,en,Baz Luhrmann,4. High ($75-150M),4. 150-180 min
Science Fiction,2009,en,James Cameron,5. Blockbuster ($150M+),4. 150-180 min
Horror,2001,en,James Glenn Dudelson,1. Micro (<$1M),1. Under 90 min
Drama,2014,de,Nils Bökamp,1. Micro (<$1M),1. Under 90 min
Horror,2016,en,Henry Joost,1. Micro (<$1M),1. Under 90 min
Action,2019,en,Ric Roman Waugh,3. Mid ($15-75M),3. 120-150 min
Adventure,2020,en,Walt Dohrn,4. High ($75-150M),2. 90-120 min
Animation,2017,en,Kevin Deters,1. Micro (<$1M),1. Under 90 min
Drama,2019,hu,Kristóf Deák,1. Micro (<$1M),2. 90-120 min
Comedy,1956,en,John Frankenheimer,1. Micro (<$1M),2. 90-120 min
Horror,2026,en,Maggie Gyllenhaal,4. High ($75-150M),3. 120-150 min
Family,1998,en,Tim Johnson,3. Mid ($15-75M),1. Under 90 min
Comedy,2010,en,Chris Renaud,3. Mid ($15-75M),2. 90-120 min
Comedy,1979,en,Eddie Ryder,1. Micro (<$1M),1. Under 90 min
Drama,2017,en,Sean Baker,2. Low ($1-15M),2. 90-120 min
Drama,2015,ko,Hwang Sang-won,1. Micro (<$1M),1. Under 90 min
Thriller,2018,cn,David Lam Tak-Luk,1. Micro (<$1M),2. 90-120 min
Mystery,2021,en,Marshall Josh Burnette,1. Micro (<$1M),1. Under 90 min
Music,1980,en,John Landis,3. Mid ($15-75M),3. 120-150 min
Thriller,2007,en,David Fincher,3. Mid ($15-75M),4. 150-180 min
Thriller,1991,en,Mike Figgis,1. Micro (<$1M),2. 90-120 min
Drama,2011,en,Justin Kurzel,2. Low ($1-15M),3. 120-150 min
Drama,2003,ta,Dharani,1. Micro (<$1M),4. 150-180 min
Science Fiction,2013,en,Jim Chuchu,1. Micro (<$1M),1. Under 90 min
Drama,2007,ko,Jin Guanghao,1. Micro (<$1M),2. 90-120 min
History,2019,hu,Tamás Yvan Topolánszky,1. Micro (<$1M),2. 90-120 min
Comedy,2020,en,John Whitesell,1. Micro (<$1M),2. 90-120 min
Drama,2021,es,Harold Trompetero,1. Micro (<$1M),1. Under 90 min
Horror,2025,en,Chad Ferrin,1. Micro (<$1M),2. 90-120 min
Fantasy,2025,fr,David Tomaszewski,1. Micro (<$1M),1. Under 90 min
Drama,2025,tl,Bobby Bonifacio,1. Micro (<$1M),1. Under 90 min
Action,2006,en,Isaac Florentine,2. Low ($1-15M),2. 90-120 min
Action,2012,en,Joss Whedon,5. Blockbuster ($150M+),3. 120-150 min
Crime,2010,en,Paul Haggis,3. Mid ($15-75M),3. 120-150 min
Comedy,1968,en,Robert Ellis Miller,1. Micro (<$1M),2. 90-120 min
Comedy,2014,en,Jon Favreau,2. Low ($1-15M),2. 90-120 min
Drama,2002,en,Jelle van Doornik,1. Micro (<$1M),2. 90-120 min
Drama,2015,th,Josh Kim,1. Micro (<$1M),1. Under 90 min
Adventure,2022,en,Robert Eggers,3. Mid ($15-75M),3. 120-150 min
Drama,2026,en,Anderson .Paak,1. Micro (<$1M),2. 90-120 min
Drama,1991,en,Dennis Joseph,1. Micro (<$1M),4. 150-180 min
Thriller,2005,en,Doug Liman,4. High ($75-150M),3. 120-150 min
Thriller,1997,en,George P. Cosmatos,3. Mid ($15-75M),2. 90-120 min
Documentary,2002,en,Andrew Snell,1. Micro (<$1M),1. Under 90 min
Action,2016,ja,Shinji Higuchi,3. Mid ($15-75M),3. 120-150 min
Action,2018,en,Pierre Morel,3. Mid ($15-75M),2. 90-120 min
Comedy,1982,en,John Bowab,1. Micro (<$1M),1. Under 90 min
Comedy,2019,fr,Ella Kowalska,1. Micro (<$1M),2. 90-120 min
History,2011,en,"",1. Micro (<$1M),1. Under 90 min
Action,2022,en,Michael Giacchino,1. Micro (<$1M),1. Under 90 min
Action,2005,en,Angela Robinson,2. Low ($1-15M),2. 90-120 min
Drama,2006,en,Mel Gibson,3. Mid ($15-75M),3. 120-150 min
Drama,2009,en,Lee Daniels,2. Low ($1-15M),2. 90-120 min
Drama,2017,nl,Boudewijn Koole,1. Micro (<$1M),2. 90-120 min
Horror,2021,en,David Gordon Green,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2026,en,Denis Villeneuve,1. Micro (<$1M),1. Under 90 min
Drama,2025,it,Giuseppe Miale Di Mauro,1. Micro (<$1M),2. 90-120 min
Drama,2020,en,Artemis Snow,1. Micro (<$1M),1. Under 90 min
Comedy,1985,en,Martin Scorsese,2. Low ($1-15M),2. 90-120 min
Mystery,1980,en,Don Siegel,2. Low ($1-15M),2. 90-120 min
Action,1987,ja,Shinji Aramaki,1. Micro (<$1M),1. Under 90 min
Fantasy,2025,en,James Cameron,5. Blockbuster ($150M+),5. 180+ min
Drama,2010,de,Klaus-Gregor Eichhorn,1. Micro (<$1M),1. Under 90 min
Music,1958,en,Mel Ferber,1. Micro (<$1M),2. 90-120 min
Animation,2015,en,Julien Soret,1. Micro (<$1M),1. Under 90 min
Drama,2018,fr,Jacob Berger,1. Micro (<$1M),2. 90-120 min
Family,2021,en,Tim Story,3. Mid ($15-75M),2. 90-120 min
Romance,1948,hi,Ramesh Saigal,1. Micro (<$1M),3. 120-150 min
Action,2022,en,Le Van Kiet,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Spike Lee,3. Mid ($15-75M),3. 120-150 min
Family,2002,en,Michael Lembeck,3. Mid ($15-75M),2. 90-120 min
Romance,1957,en,Stanley Donen,1. Micro (<$1M),2. 90-120 min
Animation,2001,en,Henry Selick,4. High ($75-150M),2. 90-120 min
Science Fiction,2010,en,Nimród Antal,3. Mid ($15-75M),2. 90-120 min
Thriller,2015,en,Tyler Shields,1. Micro (<$1M),2. 90-120 min
Animation,2015,ja,Seiji Kishi,1. Micro (<$1M),2. 90-120 min
Comedy,1948,en,Edward Bernds,1. Micro (<$1M),1. Under 90 min
Science Fiction,2026,en,Ben Wheatley,1. Micro (<$1M),2. 90-120 min
Horror,2000,en,Robert Zemeckis,4. High ($75-150M),3. 120-150 min
Fantasy,1988,en,Richard Donner,3. Mid ($15-75M),2. 90-120 min
Thriller,2006,en,Simón Brand,2. Low ($1-15M),1. Under 90 min
Drama,2011,en,Lars von Trier,2. Low ($1-15M),3. 120-150 min
Drama,1999,pt,Luiz Alberto Pereira,1. Micro (<$1M),2. 90-120 min
Drama,2003,en,Jane Anderson,1. Micro (<$1M),2. 90-120 min
Romance,2008,en,Eric Manning,1. Micro (<$1M),1. Under 90 min
Drama,2013,cs,Matěj Chlupáček,1. Micro (<$1M),1. Under 90 min
Comedy,2024,en,Edward F. Cline,1. Micro (<$1M),1. Under 90 min
Crime,2017,en,Doug Liman,3. Mid ($15-75M),2. 90-120 min
Comedy,2016,en,Matt Lipsey,1. Micro (<$1M),1. Under 90 min
History,2018,en,Yorgos Lanthimos,3. Mid ($15-75M),3. 120-150 min
Drama,2017,en,Gabriela Cowperthwaite,1. Micro (<$1M),2. 90-120 min
Fantasy,2020,en,Patty Jenkins,5. Blockbuster ($150M+),4. 150-180 min
Thriller,2019,id,Kimo Stamboel,1. Micro (<$1M),2. 90-120 min
Thriller,2017,en,Graeme Willetts,1. Micro (<$1M),1. Under 90 min
Mystery,1954,en,Alfred Hitchcock,2. Low ($1-15M),2. 90-120 min
Action,1995,en,Roger Donaldson,3. Mid ($15-75M),2. 90-120 min
Comedy,1992,en,Ted Kotcheff,1. Micro (<$1M),2. 90-120 min
Action,1995,ja,Takashi Ishii,1. Micro (<$1M),3. 120-150 min
Adventure,2025,en,Francesco Lucente,3. Mid ($15-75M),3. 120-150 min
Family,2022,en,Robert Connolly,1. Micro (<$1M),2. 90-120 min
Romance,2006,en,Edward Burns,2. Low ($1-15M),2. 90-120 min
Drama,1995,en,Daisy von Scherler Mayer,1. Micro (<$1M),2. 90-120 min
Drama,2008,fr,Laetitia Masson,1. Micro (<$1M),2. 90-120 min
Family,2015,en,Pete Docter,5. Blockbuster ($150M+),2. 90-120 min
Comedy,1994,en,Anthony Michael Hall,1. Micro (<$1M),2. 90-120 min
Science Fiction,1988,no,Lasse Glomm,1. Micro (<$1M),2. 90-120 min
Action,2016,hi,Sabbir Khan,2. Low ($1-15M),3. 120-150 min
Action,2024,zh,Stanley Tong Gwai-Lai,1. Micro (<$1M),3. 120-150 min
Drama,2000,en,Roland Emmerich,4. High ($75-150M),4. 150-180 min
Romance,1998,en,Ivan Reitman,3. Mid ($15-75M),2. 90-120 min
Horror,1983,en,John Carpenter,2. Low ($1-15M),2. 90-120 min
Drama,1994,en,Gillian Armstrong,3. Mid ($15-75M),2. 90-120 min
Thriller,1996,en,James Foley,1. Micro (<$1M),2. 90-120 min
Comedy,2024,en,Donald Crisp,1. Micro (<$1M),1. Under 90 min
Adventure,2010,en,Bradley Raymond,1. Micro (<$1M),1. Under 90 min
Romance,2013,es,Marco Berger,1. Micro (<$1M),2. 90-120 min
Drama,1958,sq,Kristaq Dhamo,1. Micro (<$1M),2. 90-120 min
Comedy,1931,en,A. Edward Sutherland,1. Micro (<$1M),1. Under 90 min
Horror,2023,en,André Øvredal,3. Mid ($15-75M),2. 90-120 min
Animation,1986,en,Carole Beers,1. Micro (<$1M),1. Under 90 min
Adventure,2024,en,Zack Snyder,4. High ($75-150M),3. 120-150 min
Crime,2026,en,Daniel Roher,1. Micro (<$1M),2. 90-120 min
Thriller,2002,en,William Malone,3. Mid ($15-75M),2. 90-120 min
Action,2011,en,Damian Lee,2. Low ($1-15M),2. 90-120 min
Action,2013,en,Neill Blomkamp,4. High ($75-150M),2. 90-120 min
Drama,2014,en,Kenneth Branagh,3. Mid ($15-75M),2. 90-120 min
Drama,1974,ar,Ahmed Lallem,1. Micro (<$1M),1. Under 90 min
Drama,1996,tl,Jerry Lopez Sineneng,1. Micro (<$1M),1. Under 90 min
Fantasy,2014,fr,Shanti Masud,1. Micro (<$1M),1. Under 90 min
Drama,1990,sv,Carl-Gustav Nykvist,1. Micro (<$1M),1. Under 90 min
Horror,2020,en,Daniel Myrick,1. Micro (<$1M),2. 90-120 min
History,2022,en,Gina Prince-Bythewood,3. Mid ($15-75M),3. 120-150 min
Comedy,2021,en,Jeffrey Borislow,1. Micro (<$1M),1. Under 90 min
Action,2023,fr,Jimmy Laporal-Trésor,1. Micro (<$1M),2. 90-120 min
TV Movie,2024,en,Philip Martin,1. Micro (<$1M),2. 90-120 min
TV Movie,2023,en,David Winning,1. Micro (<$1M),1. Under 90 min
Drama,2006,en,Neil Burger,3. Mid ($15-75M),2. 90-120 min
Crime,1983,en,Blake Edwards,2. Low ($1-15M),2. 90-120 min
Drama,2016,en,Marty Krzywonos,1. Micro (<$1M),1. Under 90 min
Action,2018,en,Mathieu Weschler,2. Low ($1-15M),1. Under 90 min
Thriller,2019,en,Brad Anderson,1. Micro (<$1M),2. 90-120 min
Drama,2024,en,Sean McNamara,3. Mid ($15-75M),3. 120-150 min
Family,2020,en,Angela Peavey,2. Low ($1-15M),1. Under 90 min
Fantasy,2024,fr,Emma Benestan,2. Low ($1-15M),2. 90-120 min
Action,2024,zh,Lu Chuan,1. Micro (<$1M),3. 120-150 min
Thriller,2025,en,Peter McLeod,1. Micro (<$1M),2. 90-120 min
Fantasy,2010,en,Louis Leterrier,4. High ($75-150M),2. 90-120 min
Action,2011,en,Martin Campbell,5. Blockbuster ($150M+),2. 90-120 min
Comedy,1999,it,Massimo Ceccherini,1. Micro (<$1M),2. 90-120 min
Comedy,1948,en,Claude Binyon,1. Micro (<$1M),2. 90-120 min
Thriller,1989,it,Stelio Fiorenza,1. Micro (<$1M),1. Under 90 min
Comedy,2014,en,Paul King,3. Mid ($15-75M),2. 90-120 min
Comedy,1996,cn,Lo Chi-Leung,1. Micro (<$1M),2. 90-120 min
Romance,2013,ko,Kong Ja-kwan,1. Micro (<$1M),1. Under 90 min
Science Fiction,2017,en,Jon Watts,5. Blockbuster ($150M+),3. 120-150 min
Crime,1999,hr,Zrinko Ogresta,1. Micro (<$1M),2. 90-120 min
Thriller,2018,en,Sylvain White,2. Low ($1-15M),2. 90-120 min
Drama,2018,pl,Paweł Sala,1. Micro (<$1M),2. 90-120 min
Documentary,2005,en,Gary Hertz,1. Micro (<$1M),1. Under 90 min
Horror,2021,es,Mar Targarona,1. Micro (<$1M),1. Under 90 min
Comedy,1998,en,Ronny Yu,3. Mid ($15-75M),1. Under 90 min
Science Fiction,2010,en,Allen Hughes,4. High ($75-150M),2. 90-120 min
Music,2003,en,Todd Graff,1. Micro (<$1M),2. 90-120 min
Action,1994,en,Lang Elliott,1. Micro (<$1M),2. 90-120 min
Action,2015,en,Aaron Seltzer,3. Mid ($15-75M),2. 90-120 min
Action,2016,en,Colm McCarthy,2. Low ($1-15M),2. 90-120 min
Action,2018,en,Scott Mann,3. Mid ($15-75M),2. 90-120 min
Drama,2017,en,Elena Beuca,1. Micro (<$1M),2. 90-120 min
Comedy,2022,en,Jared Stern,4. High ($75-150M),2. 90-120 min
Family,2023,fr,Delphine Lehericey,2. Low ($1-15M),1. Under 90 min
Comedy,1999,de,Leander Haußmann,1. Micro (<$1M),2. 90-120 min
Action,1991,en,Kevin Reynolds,3. Mid ($15-75M),3. 120-150 min
Thriller,2009,en,Ron Howard,5. Blockbuster ($150M+),3. 120-150 min
Romance,2009,en,Tony Gilroy,3. Mid ($15-75M),3. 120-150 min
Animation,2010,en,Eric Brevig,4. High ($75-150M),1. Under 90 min
Action,2022,en,Ryan Coogler,5. Blockbuster ($150M+),4. 150-180 min
Drama,2019,en,Joel Souza,2. Low ($1-15M),2. 90-120 min
Action,2021,en,Antoine Fuqua,1. Micro (<$1M),2. 90-120 min
Drama,2026,pt,Stephanie Laing,1. Micro (<$1M),2. 90-120 min
Comedy,2010,en,Robert Schwentke,3. Mid ($15-75M),2. 90-120 min
Drama,1978,hu,Rezső Szörény,1. Micro (<$1M),1. Under 90 min
Drama,1929,en,Michael Curtiz,1. Micro (<$1M),1. Under 90 min
Drama,2020,en,Sam de Jong,1. Micro (<$1M),1. Under 90 min
Thriller,2021,en,Jaume Balagueró,3. Mid ($15-75M),2. 90-120 min
Drama,2021,en,Eva Vik,1. Micro (<$1M),1. Under 90 min
History,1940,en,Henry Hathaway,1. Micro (<$1M),2. 90-120 min
Drama,2011,en,Nancy Savoca,1. Micro (<$1M),1. Under 90 min
Crime,1931,en,Hobart Henley,1. Micro (<$1M),1. Under 90 min
Crime,2005,hi,Sanjay F. Gupta,1. Micro (<$1M),2. 90-120 min
Western,1950,en,Oliver Drake,1. Micro (<$1M),1. Under 90 min
Action,2016,de,Felix Fuchssteiner,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Jeremy Garelick,1. Micro (<$1M),2. 90-120 min
Horror,2024,en,Anna Halberg,2. Low ($1-15M),2. 90-120 min
Horror,2002,en,Gore Verbinski,3. Mid ($15-75M),2. 90-120 min
Drama,2000,en,John Kaye,3. Mid ($15-75M),2. 90-120 min
Music,2010,en,Casey Affleck,1. Micro (<$1M),2. 90-120 min
Horror,2011,en,Chris Gorak,3. Mid ($15-75M),1. Under 90 min
Comedy,1986,en,John Golden,1. Micro (<$1M),1. Under 90 min
Thriller,1994,en,Steve Bing,1. Micro (<$1M),1. Under 90 min
Thriller,2004,en,Roland Emmerich,4. High ($75-150M),3. 120-150 min
War,1964,en,Stanley Kubrick,2. Low ($1-15M),2. 90-120 min
Adventure,2005,en,George Lucas,4. High ($75-150M),3. 120-150 min
Thriller,2005,en,Jeremy Haft,2. Low ($1-15M),2. 90-120 min
Horror,2003,en,Victor Salva,3. Mid ($15-75M),2. 90-120 min
Thriller,2010,en,John Curran,3. Mid ($15-75M),2. 90-120 min
Comedy,2013,en,Analeine Cal y Mayor,2. Low ($1-15M),2. 90-120 min
Adventure,2013,ja,Kouji Ogawa,1. Micro (<$1M),1. Under 90 min
Fantasy,2017,ja,Hiromasa Yonebayashi,1. Micro (<$1M),2. 90-120 min
Horror,2020,en,Lane Toran,1. Micro (<$1M),1. Under 90 min
Drama,2026,en,Tom Harper,1. Micro (<$1M),2. 90-120 min
Drama,2025,ja,Keishi Otomo,1. Micro (<$1M),3. 120-150 min
Romance,2011,en,Thomas Bezucha,3. Mid ($15-75M),2. 90-120 min
Horror,2012,en,MJ Bassett,3. Mid ($15-75M),2. 90-120 min
Drama,1951,sl,France Štiglic,1. Micro (<$1M),1. Under 90 min
Horror,2018,fr,Gaspar Noé,2. Low ($1-15M),2. 90-120 min
Drama,2023,fr,Catherine Breillat,1. Micro (<$1M),2. 90-120 min
Action,2026,en,Anthony Russo,1. Micro (<$1M),1. Under 90 min
Animation,2000,ja,Yukio Kaizawa,1. Micro (<$1M),1. Under 90 min
Comedy,2026,en,Kyle Balda,1. Micro (<$1M),1. Under 90 min
Comedy,2018,es,Esty Quesada,1. Micro (<$1M),1. Under 90 min
Drama,2013,tl,Romy Suzara,1. Micro (<$1M),1. Under 90 min
History,2014,en,Joshua Zeman,1. Micro (<$1M),1. Under 90 min
History,2015,fr,Aleksandr Sokurov,1. Micro (<$1M),1. Under 90 min
Science Fiction,2017,en,Gore Verbinski,3. Mid ($15-75M),3. 120-150 min
Adventure,2019,en,Jon Watts,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2025,en,Peter Hastings,3. Mid ($15-75M),1. Under 90 min
Thriller,2024,en,Ti West,2. Low ($1-15M),2. 90-120 min
Action,2016,en,Rodny Paulson,1. Micro (<$1M),2. 90-120 min
Drama,2026,de,Ildikó Enyedi,1. Micro (<$1M),3. 120-150 min
War,2025,de,Dennis Gansel,1. Micro (<$1M),2. 90-120 min
Comedy,2025,en,Nicholas Hytner,1. Micro (<$1M),2. 90-120 min
Romance,2025,hi,Sameer Vidwans,1. Micro (<$1M),3. 120-150 min
Action,1999,en,Peter Hyams,4. High ($75-150M),3. 120-150 min
Crime,1987,en,Hugh Wilson,1. Micro (<$1M),2. 90-120 min
Drama,1977,sv,Vilgot Sjöman,1. Micro (<$1M),2. 90-120 min
Comedy,2008,ja,Hideki Takeuchi,1. Micro (<$1M),5. 180+ min
Drama,1961,en,Robert Hinkle,1. Micro (<$1M),1. Under 90 min
Romance,2022,ko,Bang Woo-ri,1. Micro (<$1M),2. 90-120 min
Mystery,2023,es,Rubin Stein,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Aaron Brown,1. Micro (<$1M),2. 90-120 min
Action,2005,en,Peter Jackson,5. Blockbuster ($150M+),5. 180+ min
Thriller,1988,en,John McTiernan,3. Mid ($15-75M),3. 120-150 min
Drama,1979,de,Volker Schlöndorff,2. Low ($1-15M),4. 150-180 min
Drama,1991,en,Franc Roddam,1. Micro (<$1M),2. 90-120 min
Science Fiction,2001,en,John Terlesky,1. Micro (<$1M),1. Under 90 min
Crime,2015,en,Christopher Zalla,1. Micro (<$1M),2. 90-120 min
Thriller,1985,hi,S. A. Chandrasekhar,1. Micro (<$1M),1. Under 90 min
Thriller,2021,fr,Jean-François Leblanc,1. Micro (<$1M),1. Under 90 min
Animation,2025,en,Phil Johnston,1. Micro (<$1M),2. 90-120 min
Adventure,2024,en,Mike Mitchell,4. High ($75-150M),2. 90-120 min
Thriller,2023,en,John Oak Dalton,1. Micro (<$1M),1. Under 90 min
Comedy,2025,nl,Michiel ten Horn,1. Micro (<$1M),3. 120-150 min
Fantasy,2008,en,Guillermo del Toro,4. High ($75-150M),3. 120-150 min
Horror,1981,en,Rick Rosenthal,2. Low ($1-15M),2. 90-120 min
Adventure,2009,en,James McTeigue,3. Mid ($15-75M),2. 90-120 min
Thriller,2009,en,Nathan Hope,1. Micro (<$1M),2. 90-120 min
Comedy,2009,ja,Masahiko Murata,1. Micro (<$1M),2. 90-120 min
Mystery,1963,en,Michael Carreras,1. Micro (<$1M),1. Under 90 min
TV Movie,2003,en,Steve Barron,1. Micro (<$1M),4. 150-180 min
